VARIABLE: XBH6.XCED.041.440:Counts

Timestamp (UTC_TIME),Array Values
2022-10-31 16:00:12.135,206521,194559,204170,222176,221394,220389,212397,218194,166889,89097,24103,1044977
2022-10-31 16:00:50.535,205350,193826,203048,220090,218870,218123,211351,215907,165926,88263,23880,1038718
2022-10-31 16:01:28.935,206784,193253,202904,220852,220607,219813,212155,217036,166194,89207,24203,1041919
2022-10-31 16:02:07.335,206863,194255,204072,222375,222107,220249,212683,217729,166788,88892,23987,1045309
2022-10-31 16:02:45.735,205840,193762,203958,221144,220605,220288,212009,217193,166439,88899,24226,1045573
2022-10-31 16:03:24.135,203356,191475,200920,217811,216985,216024,209627,214367,164476,88062,23822,1027579
2022-10-31 16:04:02.535,204510,193218,202188,220203,218359,217948,210316,216228,165042,87827,23919,1035440
2022-10-31 16:04:40.935,204223,192470,201712,219788,217990,216846,209513,214954,164751,87678,23763,1036079
2022-10-31 16:05:19.335,204381,191925,200983,218386,216772,215708,208815,214509,164576,87973,23973,1030809
2022-10-31 16:05:57.735,204416,192902,201280,220403,219051,218184,210846,215209,166714,89928,24579,1030631
2022-10-31 16:06:36.135,208065,197559,201899,222983,220937,220775,214884,217429,172109,94833,26816,1034645
2022-10-31 16:07:14.535,207050,198020,200809,221658,219456,219611,215554,215974,173688,97972,28315,1025266
2022-10-31 16:07:56.535,211304,202922,204523,225905,224789,225296,219912,220730,177731,100946,29361,1041732
2022-10-31 16:08:38.535,210427,203321,202948,224700,223965,224863,220663,219131,178429,102141,30518,1032206
2022-10-31 16:09:20.535,211042,205287,201863,225056,223299,224941,222033,218571,180136,104454,31443,1031181
2022-10-31 16:10:02.535,213739,208742,203617,228314,226278,229051,226167,221545,183092,106491,32301,1045974
2022-10-31 16:10:44.535,213842,208183,201767,227360,224666,226360,225773,219931,182298,106296,32404,1038417
2022-10-31 16:11:26.535,214134,210449,201301,227956,224873,228468,228015,220346,183224,106582,32579,1043176
2022-10-31 16:12:08.535,211725,209400,198014,225351,222872,225426,226239,217102,180772,105379,32008,1034608
2022-10-31 16:12:50.535,212839,210913,199253,227197,223605,227930,228703,218997,182411,106328,32035,1041150
2022-10-31 16:13:32.535,214110,212990,198469,227716,224545,228346,230815,218978,182505,105994,31679,1043699
2022-10-31 16:14:14.535,215477,214492,196261,228551,224506,230083,233083,218443,182091,104500,31054,1052301
2022-10-31 16:14:56.535,214133,213475,195704,227084,222373,229282,231794,216247,180578,102801,30348,1048501
2022-10-31 16:15:38.535,213180,213577,193527,226127,222279,228367,231691,215993,179971,102083,29815,1045813
2022-10-31 16:16:20.535,213961,214386,192307,226001,221571,229514,233697,215221,177882,99183,28404,1052992
2022-10-31 16:17:02.535,212781,214142,189866,225329,219930,229524,233825,213157,174954,95364,26414,1054314
2022-10-31 16:17:44.535,211371,212813,188081,223705,219229,227460,232489,212399,174188,94969,26527,1046703
2022-10-31 16:18:26.535,211689,214644,188610,225090,220253,228550,234425,212576,174269,94878,26187,1058707
2022-10-31 16:19:08.535,209633,212501,183818,222291,216184,226086,232546,208472,168999,89562,23684,1048151
2022-10-31 16:19:50.535,207000,210799,180652,219991,214267,226520,231855,205048,163417,83733,21554,1057031
2022-10-31 16:20:32.535,29770,30105,25875,31292,30727,32393,33315,29098,23248,11729,3060,149920
2022-10-31 16:21:14.535,56678,57490,48905,59774,58856,62239,63627,56260,44173,22519,5864,286831
2022-10-31 16:21:56.535,202204,206832,173594,213967,207903,219708,227556,197777,154425,76227,18540,1045596
